pattern,pattern_category,task_id,turn_index,quality,delta_q,tokens_kT,delta_c,cumul_cost_kT,lambda,delta_u,U_t
sel3,B1,fact_01,3,2.0,0.0,3.343,3.343,5.942,0.2,-0.6686000000000001,0.8115999999999999
sel3,B1,fact_01,1,4.0,4.0,0.827,0.827,0.827,0.5,3.5865,3.5865
sel3,B1,fact_01,2,2.0,-2.0,1.772,1.772,2.599,0.5,-2.886,0.7004999999999999
sel3,B1,fact_01,3,2.0,0.0,3.343,3.343,5.942,0.5,-1.6715,-0.9710000000000001
sel3,B1,fact_02,1,4.0,4.0,0.4,0.4,0.4,0.0,4.0,4.0
sel3,B1,fact_02,2,4.0,0.0,1.061,1.061,1.4609999999999999,0.0,0.0,4.0
sel3,B1,fact_02,1,4.0,4.0,0.4,0.4,0.4,0.05,3.98,3.98
sel3,B1,fact_02,2,4.0,0.0,1.061,1.061,1.4609999999999999,0.05,-0.05305,3.92695
sel3,B1,fact_02,1,4.0,4.0,0.4,0.4,0.4,0.1,3.96,3.96
sel3,B1,fact_02,2,4.0,0.0,1.061,1.061,1.4609999999999999,0.1,-0.1061,3.8539
sel3,B1,fact_02,1,4.0,4.0,0.4,0.4,0.4,0.2,3.92,3.92
sel3,B1,fact_02,2,4.0,0.0,1.061,1.061,1.4609999999999999,0.2,-0.2122,3.7078
sel3,B1,fact_02,1,4.0,4.0,0.4,0.4,0.4,0.5,3.8,3.8
sel3,B1,fact_02,2,4.0,0.0,1.061,1.061,1.4609999999999999,0.5,-0.5305,3.2695
sel3,B1,fact_03,1,4.0,4.0,1.583,1.583,1.583,0.0,4.0,4.0
sel3,B1,fact_03,2,3.0,-1.0,3.279,3.279,4.862,0.0,-1.0,3.0
sel3,B1,fact_03,3,2.0,-1.0,5.405,5.405,10.267,0.0,-1.0,2.0
sel3,B1,fact_03,1,4.0,4.0,1.583,1.583,1.583,0.05,3.92085,3.92085
sel3,B1,fact_03,2,3.0,-1.0,3.279,3.279,4.862,0.05,-1.16395,2.7569
sel3,B1,fact_03,3,2.0,-1.0,5.405,5.405,10.267,0.05,-1.27025,1.48665
sel3,B1,fact_03,1,4.0,4.0,1.583,1.583,1.583,0.1,3.8417,3.8417
sel3,B1,fact_03,2,3.0,-1.0,3.279,3.279,4.862,0.1,-1.3279,2.5138
sel3,B1,fact_03,3,2.0,-1.0,5.405,5.405,10.267,0.1,-1.5405000000000002,0.9733
sel3,B1,fact_03,1,4.0,4.0,1.583,1.583,1.583,0.2,3.6834,3.6834
sel3,B1,fact_03,2,3.0,-1.0,3.279,3.279,4.862,0.2,-1.6558000000000002,2.0276
sel3,B1,fact_03,3,2.0,-1.0,5.405,5.405,10.267,0.2,-2.0810000000000004,-0.05339999999999989
sel3,B1,fact_03,1,4.0,4.0,1.583,1.583,1.583,0.5,3.2085,3.2085
sel3,B1,fact_03,2,3.0,-1.0,3.279,3.279,4.862,0.5,-2.6395,0.569
sel3,B1,fact_03,3,2.0,-1.0,5.405,5.405,10.267,0.5,-3.7025,-3.1334999999999997
sel3,B1,fact_04,1,5.0,5.0,0.901,0.901,0.901,0.0,5.0,5.0
sel3,B1,fact_04,2,5.0,0.0,1.551,1.551,2.452,0.0,0.0,5.0
sel3,B1,fact_04,1,5.0,5.0,0.901,0.901,0.901,0.05,4.95495,4.95495
sel3,B1,fact_04,2,5.0,0.0,1.551,1.551,2.452,0.05,-0.07755000000000001,4.8774
sel3,B1,fact_04,1,5.0,5.0,0.901,0.901,0.901,0.1,4.9099,4.9099
sel3,B1,fact_04,2,5.0,0.0,1.551,1.551,2.452,0.1,-0.15510000000000002,4.7548
sel3,B1,fact_04,1,5.0,5.0,0.901,0.901,0.901,0.2,4.8198,4.8198
sel3,B1,fact_04,2,5.0,0.0,1.551,1.551,2.452,0.2,-0.31020000000000003,4.5096
sel3,B1,fact_04,1,5.0,5.0,0.901,0.901,0.901,0.5,4.5495,4.5495
sel3,B1,fact_04,2,5.0,0.0,1.551,1.551,2.452,0.5,-0.7755,3.774
sel3,B1,fact_05,1,4.0,4.0,1.966,1.966,1.966,0.0,4.0,4.0
sel3,B1,fact_05,2,4.0,0.0,3.659,3.659,5.625,0.0,0.0,4.0
sel3,B1,fact_05,3,3.0,-1.0,5.192,5.192,10.817,0.0,-1.0,3.0
sel3,B1,fact_05,1,4.0,4.0,1.966,1.966,1.966,0.05,3.9017,3.9017
sel3,B1,fact_05,2,4.0,0.0,3.659,3.659,5.625,0.05,-0.18295,3.71875
sel3,B1,fact_05,3,3.0,-1.0,5.192,5.192,10.817,0.05,-1.2596,2.45915
sel3,B1,fact_05,1,4.0,4.0,1.966,1.966,1.966,0.1,3.8034,3.8034
sel3,B1,fact_05,2,4.0,0.0,3.659,3.659,5.625,0.1,-0.3659,3.4375
sel3,B1,fact_05,3,3.0,-1.0,5.192,5.192,10.817,0.1,-1.5192,1.9183
sel3,B1,fact_05,1,4.0,4.0,1.966,1.966,1.966,0.2,3.6068,3.6068
sel3,B1,fact_05,2,4.0,0.0,3.659,3.659,5.625,0.2,-0.7318,2.875
sel3,B1,fact_05,3,3.0,-1.0,5.192,5.192,10.817,0.2,-2.0384,0.8365999999999998
sel3,B1,fact_05,1,4.0,4.0,1.966,1.966,1.966,0.5,3.017,3.017
sel3,B1,fact_05,2,4.0,0.0,3.659,3.659,5.625,0.5,-1.8295,1.1875
sel3,B1,fact_05,3,3.0,-1.0,5.192,5.192,10.817,0.5,-3.596,-2.4085
sel3,B1,tech_01,1,3.0,3.0,9.935,9.935,9.935,0.0,3.0,3.0
sel3,B1,tech_01,2,2.0,-1.0,4.503,4.503,14.438,0.0,-1.0,2.0
sel3,B1,tech_01,3,2.0,0.0,4.204,4.204,18.642,0.0,0.0,2.0
sel3,B1,tech_01,1,3.0,3.0,9.935,9.935,9.935,0.05,2.50325,2.50325
sel3,B1,tech_01,2,2.0,-1.0,4.503,4.503,14.438,0.05,-1.22515,1.2780999999999998
sel3,B1,tech_01,3,2.0,0.0,4.204,4.204,18.642,0.05,-0.2102,1.0678999999999998
sel3,B1,tech_01,1,3.0,3.0,9.935,9.935,9.935,0.1,2.0065,2.0065
sel3,B1,tech_01,2,2.0,-1.0,4.503,4.503,14.438,0.1,-1.4503,0.5561999999999998
sel3,B1,tech_01,3,2.0,0.0,4.204,4.204,18.642,0.1,-0.4204,0.13579999999999992
sel3,B1,tech_01,1,3.0,3.0,9.935,9.935,9.935,0.2,1.013,1.013
sel3,B1,tech_01,2,2.0,-1.0,4.503,4.503,14.438,0.2,-1.9006,-0.8876000000000004
sel3,B1,tech_01,3,2.0,0.0,4.204,4.204,18.642,0.2,-0.8408,-1.7284000000000002
sel3,B1,tech_01,1,3.0,3.0,9.935,9.935,9.935,0.5,-1.9675000000000002,-1.9675000000000002
sel3,B1,tech_01,2,2.0,-1.0,4.503,4.503,14.438,0.5,-3.2515,-5.219
sel3,B1,tech_01,3,2.0,0.0,4.204,4.204,18.642,0.5,-2.102,-7.321
sel3,B1,tech_02,1,3.0,3.0,4.616,4.616,4.616,0.0,3.0,3.0
sel3,B1,tech_02,2,3.0,0.0,2.896,2.896,7.512,0.0,0.0,3.0
sel3,B1,tech_02,3,3.0,0.0,3.715,3.715,11.227,0.0,0.0,3.0
sel3,B1,tech_02,1,3.0,3.0,4.616,4.616,4.616,0.05,2.7692,2.7692
sel3,B1,tech_02,2,3.0,0.0,2.896,2.896,7.512,0.05,-0.1448,2.6244
sel3,B1,tech_02,3,3.0,0.0,3.715,3.715,11.227,0.05,-0.18575,2.43865
sel3,B1,tech_02,1,3.0,3.0,4.616,4.616,4.616,0.1,2.5384,2.5384
sel3,B1,tech_02,2,3.0,0.0,2.896,2.896,7.512,0.1,-0.2896,2.2488
sel3,B1,tech_02,3,3.0,0.0,3.715,3.715,11.227,0.1,-0.3715,1.8773
sel3,B1,tech_02,1,3.0,3.0,4.616,4.616,4.616,0.2,2.0768,2.0768
sel3,B1,tech_02,2,3.0,0.0,2.896,2.896,7.512,0.2,-0.5792,1.4976
sel3,B1,tech_02,3,3.0,0.0,3.715,3.715,11.227,0.2,-0.743,0.7545999999999999
sel3,B1,tech_02,1,3.0,3.0,4.616,4.616,4.616,0.5,0.6920000000000002,0.6920000000000002
sel3,B1,tech_02,2,3.0,0.0,2.896,2.896,7.512,0.5,-1.448,-0.7559999999999998
sel3,B1,tech_02,3,3.0,0.0,3.715,3.715,11.227,0.5,-1.8575,-2.6135
sel3,B1,tech_03,1,3.0,3.0,2.955,2.955,2.955,0.0,3.0,3.0
sel3,B1,tech_03,2,2.0,-1.0,6.748,6.748,9.703,0.0,-1.0,2.0
sel3,B1,tech_03,3,2.0,0.0,1.273,1.273,10.975999999999999,0.0,0.0,2.0
sel3,B1,tech_03,1,3.0,3.0,2.955,2.955,2.955,0.05,2.85225,2.85225
sel3,B1,tech_03,2,2.0,-1.0,6.748,6.748,9.703,0.05,-1.3374000000000001,1.51485
sel3,B1,tech_03,3,2.0,0.0,1.273,1.273,10.975999999999999,0.05,-0.06365,1.4512
sel3,B1,tech_03,1,3.0,3.0,2.955,2.955,2.955,0.1,2.7045,2.7045
sel3,B1,tech_03,2,2.0,-1.0,6.748,6.748,9.703,0.1,-1.6748,1.0297
sel3,B1,tech_03,3,2.0,0.0,1.273,1.273,10.975999999999999,0.1,-0.1273,0.9024000000000001
sel3,B1,tech_03,1,3.0,3.0,2.955,2.955,2.955,0.2,2.409,2.409
sel3,B1,tech_03,2,2.0,-1.0,6.748,6.748,9.703,0.2,-2.3496,0.05940000000000012
sel3,B1,tech_03,3,2.0,0.0,1.273,1.273,10.975999999999999,0.2,-0.2546,-0.19519999999999982
sel3,B1,tech_03,1,3.0,3.0,2.955,2.955,2.955,0.5,1.5225,1.5225
sel3,B1,tech_03,2,2.0,-1.0,6.748,6.748,9.703,0.5,-4.3740000000000006,-2.8514999999999997
sel3,B1,tech_03,3,2.0,0.0,1.273,1.273,10.975999999999999,0.5,-0.6365,-3.4879999999999995
sel3,B1,tech_04,1,3.0,3.0,4.656,4.656,4.656,0.0,3.0,3.0
sel3,B1,tech_04,2,2.0,-1.0,2.364,2.364,7.02,0.0,-1.0,2.0
sel3,B1,tech_04,3,2.0,0.0,2.73,2.73,9.75,0.0,0.0,2.0
sel3,B1,tech_04,1,3.0,3.0,4.656,4.656,4.656,0.05,2.7672,2.7672
sel3,B1,tech_04,2,2.0,-1.0,2.364,2.364,7.02,0.05,-1.1182,1.649
sel3,B1,tech_04,3,2.0,0.0,2.73,2.73,9.75,0.05,-0.1365,1.5125
sel3,B1,tech_04,1,3.0,3.0,4.656,4.656,4.656,0.1,2.5343999999999998,2.5343999999999998
sel3,B1,tech_04,2,2.0,-1.0,2.364,2.364,7.02,0.1,-1.2364,1.298
sel3,B1,tech_04,3,2.0,0.0,2.73,2.73,9.75,0.1,-0.273,1.025
sel3,B1,tech_04,1,3.0,3.0,4.656,4.656,4.656,0.2,2.0688,2.0688
sel3,B1,tech_04,2,2.0,-1.0,2.364,2.364,7.02,0.2,-1.4727999999999999,0.5960000000000001
sel3,B1,tech_04,3,2.0,0.0,2.73,2.73,9.75,0.2,-0.546,0.04999999999999982
sel3,B1,tech_04,1,3.0,3.0,4.656,4.656,4.656,0.5,0.6720000000000002,0.6720000000000002
sel3,B1,tech_04,2,2.0,-1.0,2.364,2.364,7.02,0.5,-2.182,-1.5099999999999998
sel3,B1,tech_04,3,2.0,0.0,2.73,2.73,9.75,0.5,-1.365,-2.875
sel3,B1,tech_05,1,3.0,3.0,6.933,6.933,6.933,0.0,3.0,3.0
sel3,B1,tech_05,2,2.0,-1.0,2.936,2.936,9.869,0.0,-1.0,2.0
sel3,B1,tech_05,3,2.0,0.0,7.752,7.752,17.621,0.0,0.0,2.0
sel3,B1,tech_05,1,3.0,3.0,6.933,6.933,6.933,0.05,2.65335,2.65335
sel3,B1,tech_05,2,2.0,-1.0,2.936,2.936,9.869,0.05,-1.1468,1.50655
sel3,B1,tech_05,3,2.0,0.0,7.752,7.752,17.621,0.05,-0.3876,1.11895
sel3,B1,tech_05,1,3.0,3.0,6.933,6.933,6.933,0.1,2.3067,2.3067
sel3,B1,tech_05,2,2.0,-1.0,2.936,2.936,9.869,0.1,-1.2936,1.0131000000000001
sel3,B1,tech_05,3,2.0,0.0,7.752,7.752,17.621,0.1,-0.7752,0.2379
sel3,B1,tech_05,1,3.0,3.0,6.933,6.933,6.933,0.2,1.6134,1.6134
sel3,B1,tech_05,2,2.0,-1.0,2.936,2.936,9.869,0.2,-1.5872000000000002,0.0262
sel3,B1,tech_05,3,2.0,0.0,7.752,7.752,17.621,0.2,-1.5504,-1.5242
sel3,B1,tech_05,1,3.0,3.0,6.933,6.933,6.933,0.5,-0.4664999999999999,-0.4664999999999999
sel3,B1,tech_05,2,2.0,-1.0,2.936,2.936,9.869,0.5,-2.468,-2.9345
sel3,B1,tech_05,3,2.0,0.0,7.752,7.752,17.621,0.5,-3.876,-6.810499999999999
swm3,B2,anal_01,1,4.0,4.0,0.381,0.381,0.381,0.0,4.0,4.0
swm3,B2,anal_01,1,4.0,4.0,0.381,0.381,0.381,0.05,3.98095,3.98095
swm3,B2,anal_01,1,4.0,4.0,0.381,0.381,0.381,0.1,3.9619,3.9619
swm3,B2,anal_01,1,4.0,4.0,0.381,0.381,0.381,0.2,3.9238,3.9238
swm3,B2,anal_01,1,4.0,4.0,0.381,0.381,0.381,0.5,3.8095,3.8095
swm3,B2,anal_02,1,4.0,4.0,0.369,0.369,0.369,0.0,4.0,4.0
swm3,B2,anal_02,1,4.0,4.0,0.369,0.369,0.369,0.05,3.98155,3.98155
swm3,B2,anal_02,1,4.0,4.0,0.369,0.369,0.369,0.1,3.9631,3.9631
swm3,B2,anal_02,1,4.0,4.0,0.369,0.369,0.369,0.2,3.9262,3.9262
swm3,B2,anal_02,1,4.0,4.0,0.369,0.369,0.369,0.5,3.8155,3.8155
swm3,B2,anal_03,1,4.0,4.0,0.442,0.442,0.442,0.0,4.0,4.0
swm3,B2,anal_03,1,4.0,4.0,0.442,0.442,0.442,0.05,3.9779,3.9779
swm3,B2,anal_03,1,4.0,4.0,0.442,0.442,0.442,0.1,3.9558,3.9558
swm3,B2,anal_03,1,4.0,4.0,0.442,0.442,0.442,0.2,3.9116,3.9116
swm3,B2,anal_03,1,4.0,4.0,0.442,0.442,0.442,0.5,3.779,3.779
swm3,B2,anal_04,1,4.0,4.0,0.454,0.454,0.454,0.0,4.0,4.0
swm3,B2,anal_04,1,4.0,4.0,0.454,0.454,0.454,0.05,3.9773,3.9773
swm3,B2,anal_04,1,4.0,4.0,0.454,0.454,0.454,0.1,3.9546,3.9546
swm3,B2,anal_04,1,4.0,4.0,0.454,0.454,0.454,0.2,3.9092,3.9092
swm3,B2,anal_04,1,4.0,4.0,0.454,0.454,0.454,0.5,3.773,3.773
swm3,B2,anal_05,1,4.0,4.0,0.432,0.432,0.432,0.0,4.0,4.0
swm3,B2,anal_05,1,4.0,4.0,0.432,0.432,0.432,0.05,3.9784,3.9784
swm3,B2,anal_05,1,4.0,4.0,0.432,0.432,0.432,0.1,3.9568,3.9568
swm3,B2,anal_05,1,4.0,4.0,0.432,0.432,0.432,0.2,3.9136,3.9136
swm3,B2,anal_05,1,4.0,4.0,0.432,0.432,0.432,0.5,3.784,3.784
swm3,B2,crea_01,1,5.0,5.0,0.382,0.382,0.382,0.0,5.0,5.0
swm3,B2,crea_01,1,5.0,5.0,0.382,0.382,0.382,0.05,4.9809,4.9809
swm3,B2,crea_01,1,5.0,5.0,0.382,0.382,0.382,0.1,4.9618,4.9618
swm3,B2,crea_01,1,5.0,5.0,0.382,0.382,0.382,0.2,4.9236,4.9236
swm3,B2,crea_01,1,5.0,5.0,0.382,0.382,0.382,0.5,4.809,4.809
swm3,B2,crea_02,1,4.0,4.0,0.23,0.23,0.23,0.0,4.0,4.0
swm3,B2,crea_02,1,4.0,4.0,0.23,0.23,0.23,0.05,3.9885,3.9885
swm3,B2,crea_02,1,4.0,4.0,0.23,0.23,0.23,0.1,3.977,3.977
swm3,B2,crea_02,1,4.0,4.0,0.23,0.23,0.23,0.2,3.954,3.954
swm3,B2,crea_02,1,4.0,4.0,0.23,0.23,0.23,0.5,3.885,3.885
swm3,B2,crea_03,1,5.0,5.0,0.338,0.338,0.338,0.0,5.0,5.0
swm3,B2,crea_03,1,5.0,5.0,0.338,0.338,0.338,0.05,4.9831,4.9831
swm3,B2,crea_03,1,5.0,5.0,0.338,0.338,0.338,0.1,4.9662,4.9662
swm3,B2,crea_03,1,5.0,5.0,0.338,0.338,0.338,0.2,4.9324,4.9324
swm3,B2,crea_03,1,5.0,5.0,0.338,0.338,0.338,0.5,4.831,4.831
swm3,B2,crea_04,1,5.0,5.0,0.458,0.458,0.458,0.0,5.0,5.0
swm3,B2,crea_04,1,5.0,5.0,0.458,0.458,0.458,0.05,4.9771,4.9771
swm3,B2,crea_04,1,5.0,5.0,0.458,0.458,0.458,0.1,4.9542,4.9542
swm3,B2,crea_04,1,5.0,5.0,0.458,0.458,0.458,0.2,4.9084,4.9084
swm3,B2,crea_04,1,5.0,5.0,0.458,0.458,0.458,0.5,4.771,4.771
swm3,B2,crea_05,1,5.0,5.0,0.543,0.543,0.543,0.0,5.0,5.0
swm3,B2,crea_05,2,4.0,-1.0,1.078,1.078,1.621,0.0,-1.0,4.0
swm3,B2,crea_05,1,5.0,5.0,0.543,0.543,0.543,0.05,4.97285,4.97285
swm3,B2,crea_05,2,4.0,-1.0,1.078,1.078,1.621,0.05,-1.0539,3.91895
swm3,B2,crea_05,1,5.0,5.0,0.543,0.543,0.543,0.1,4.9457,4.9457
swm3,B2,crea_05,2,4.0,-1.0,1.078,1.078,1.621,0.1,-1.1078000000000001,3.8379
swm3,B2,crea_05,1,5.0,5.0,0.543,0.543,0.543,0.2,4.8914,4.8914
swm3,B2,crea_05,2,4.0,-1.0,1.078,1.078,1.621,0.2,-1.2156,3.6757999999999997
swm3,B2,crea_05,1,5.0,5.0,0.543,0.543,0.543,0.5,4.7285,4.7285
swm3,B2,crea_05,2,4.0,-1.0,1.078,1.078,1.621,0.5,-1.5390000000000001,3.1895
swm3,B2,fact_01,1,4.0,4.0,0.339,0.339,0.339,0.0,4.0,4.0
swm3,B2,fact_01,1,4.0,4.0,0.339,0.339,0.339,0.05,3.98305,3.98305
swm3,B2,fact_01,1,4.0,4.0,0.339,0.339,0.339,0.1,3.9661,3.9661
swm3,B2,fact_01,1,4.0,4.0,0.339,0.339,0.339,0.2,3.9322,3.9322
swm3,B2,fact_01,1,4.0,4.0,0.339,0.339,0.339,0.5,3.8305,3.8305
swm3,B2,fact_02,1,5.0,5.0,0.304,0.304,0.304,0.0,5.0,5.0
swm3,B2,fact_02,1,5.0,5.0,0.304,0.304,0.304,0.05,4.9848,4.9848
swm3,B2,fact_02,1,5.0,5.0,0.304,0.304,0.304,0.1,4.9696,4.9696
swm3,B2,fact_02,1,5.0,5.0,0.304,0.304,0.304,0.2,4.9392,4.9392
swm3,B2,fact_02,1,5.0,5.0,0.304,0.304,0.304,0.5,4.848,4.848
swm3,B2,fact_03,1,4.0,4.0,0.331,0.331,0.331,0.0,4.0,4.0
swm3,B2,fact_03,2,3.0,-1.0,0.0,0.0,0.331,0.0,-1.0,3.0
swm3,B2,fact_03,1,4.0,4.0,0.331,0.331,0.331,0.05,3.98345,3.98345
swm3,B2,fact_03,2,3.0,-1.0,0.0,0.0,0.331,0.05,-1.0,2.98345
swm3,B2,fact_03,1,4.0,4.0,0.331,0.331,0.331,0.1,3.9669,3.9669
swm3,B2,fact_03,2,3.0,-1.0,0.0,0.0,0.331,0.1,-1.0,2.9669
swm3,B2,fact_03,1,4.0,4.0,0.331,0.331,0.331,0.2,3.9338,3.9338
swm3,B2,fact_03,2,3.0,-1.0,0.0,0.0,0.331,0.2,-1.0,2.9338
swm3,B2,fact_03,1,4.0,4.0,0.331,0.331,0.331,0.5,3.8345,3.8345
swm3,B2,fact_03,2,3.0,-1.0,0.0,0.0,0.331,0.5,-1.0,2.8345
swm3,B2,fact_04,1,5.0,5.0,0.32,0.32,0.32,0.0,5.0,5.0
swm3,B2,fact_04,1,5.0,5.0,0.32,0.32,0.32,0.05,4.984,4.984
swm3,B2,fact_04,1,5.0,5.0,0.32,0.32,0.32,0.1,4.968,4.968
swm3,B2,fact_04,1,5.0,5.0,0.32,0.32,0.32,0.2,4.936,4.936
swm3,B2,fact_04,1,5.0,5.0,0.32,0.32,0.32,0.5,4.84,4.84
swm3,B2,fact_05,1,5.0,5.0,0.418,0.418,0.418,0.0,5.0,5.0
swm3,B2,fact_05,1,5.0,5.0,0.418,0.418,0.418,0.05,4.9791,4.9791
swm3,B2,fact_05,1,5.0,5.0,0.418,0.418,0.418,0.1,4.9582,4.9582
swm3,B2,fact_05,1,5.0,5.0,0.418,0.418,0.418,0.2,4.9164,4.9164
swm3,B2,fact_05,1,5.0,5.0,0.418,0.418,0.418,0.5,4.791,4.791
swm3,B2,tech_01,1,3.0,3.0,0.385,0.385,0.385,0.0,3.0,3.0
swm3,B2,tech_01,1,3.0,3.0,0.385,0.385,0.385,0.05,2.98075,2.98075
swm3,B2,tech_01,1,3.0,3.0,0.385,0.385,0.385,0.1,2.9615,2.9615
swm3,B2,tech_01,1,3.0,3.0,0.385,0.385,0.385,0.2,2.923,2.923
swm3,B2,tech_01,1,3.0,3.0,0.385,0.385,0.385,0.5,2.8075,2.8075
swm3,B2,tech_02,1,4.0,4.0,0.42,0.42,0.42,0.0,4.0,4.0
swm3,B2,tech_02,1,4.0,4.0,0.42,0.42,0.42,0.05,3.979,3.979
swm3,B2,tech_02,1,4.0,4.0,0.42,0.42,0.42,0.1,3.958,3.958
swm3,B2,tech_02,1,4.0,4.0,0.42,0.42,0.42,0.2,3.916,3.916
swm3,B2,tech_02,1,4.0,4.0,0.42,0.42,0.42,0.5,3.79,3.79
swm3,B2,tech_03,1,4.0,4.0,0.415,0.415,0.415,0.0,4.0,4.0
swm3,B2,tech_03,1,4.0,4.0,0.415,0.415,0.415,0.05,3.97925,3.97925
swm3,B2,tech_03,1,4.0,4.0,0.415,0.415,0.415,0.1,3.9585,3.9585
swm3,B2,tech_03,1,4.0,4.0,0.415,0.415,0.415,0.2,3.917,3.917
swm3,B2,tech_03,1,4.0,4.0,0.415,0.415,0.415,0.5,3.7925,3.7925
swm3,B2,tech_04,1,2.0,2.0,0.373,0.373,0.373,0.0,2.0,2.0
swm3,B2,tech_04,2,2.0,0.0,0.0,0.0,0.373,0.0,0.0,2.0
swm3,B2,tech_04,3,2.0,0.0,0.0,0.0,0.373,0.0,0.0,2.0
swm3,B2,tech_04,4,2.0,0.0,2.369,2.369,2.742,0.0,0.0,2.0
swm3,B2,tech_04,1,2.0,2.0,0.373,0.373,0.373,0.05,1.98135,1.98135
swm3,B2,tech_04,2,2.0,0.0,0.0,0.0,0.373,0.05,0.0,1.98135
swm3,B2,tech_04,3,2.0,0.0,0.0,0.0,0.373,0.05,0.0,1.98135
swm3,B2,tech_04,4,2.0,0.0,2.369,2.369,2.742,0.05,-0.11845000000000001,1.8629
swm3,B2,tech_04,1,2.0,2.0,0.373,0.373,0.373,0.1,1.9627,1.9627
swm3,B2,tech_04,2,2.0,0.0,0.0,0.0,0.373,0.1,0.0,1.9627
swm3,B2,tech_04,3,2.0,0.0,0.0,0.0,0.373,0.1,0.0,1.9627
swm3,B2,tech_04,4,2.0,0.0,2.369,2.369,2.742,0.1,-0.23690000000000003,1.7258
swm3,B2,tech_04,1,2.0,2.0,0.373,0.373,0.373,0.2,1.9254,1.9254
swm3,B2,tech_04,2,2.0,0.0,0.0,0.0,0.373,0.2,0.0,1.9254
swm3,B2,tech_04,3,2.0,0.0,0.0,0.0,0.373,0.2,0.0,1.9254
swm3,B2,tech_04,4,2.0,0.0,2.369,2.369,2.742,0.2,-0.47380000000000005,1.4516
swm3,B2,tech_04,1,2.0,2.0,0.373,0.373,0.373,0.5,1.8135,1.8135
swm3,B2,tech_04,2,2.0,0.0,0.0,0.0,0.373,0.5,0.0,1.8135
swm3,B2,tech_04,3,2.0,0.0,0.0,0.0,0.373,0.5,0.0,1.8135
swm3,B2,tech_04,4,2.0,0.0,2.369,2.369,2.742,0.5,-1.1845,0.629
swm3,B2,tech_05,1,3.0,3.0,0.454,0.454,0.454,0.0,3.0,3.0
swm3,B2,tech_05,1,3.0,3.0,0.454,0.454,0.454,0.05,2.9773,2.9773
swm3,B2,tech_05,1,3.0,3.0,0.454,0.454,0.454,0.1,2.9546,2.9546
swm3,B2,tech_05,1,3.0,3.0,0.454,0.454,0.454,0.2,2.9092,2.9092
swm3,B2,tech_05,1,3.0,3.0,0.454,0.454,0.454,0.5,2.773,2.773
